Table 78,,,,,,
Full-time Law Enforcement Employees ,,,,,,
"by State by City, 2006",,,,,,
State,City,Total law enforcement employees,Total officers,Total civilians,,
,New Roads,24,23,1,,
,Olla,4,4,0,,
,Patterson,18,18,0,,
,Pearl River,13,9,4,,
,Pineville,63,55,8,,
,Plaquemine,35,27,8,,
,Pollock,2,2,0,,
,Ponchatoula,24,20,4,,
,Port Allen,23,19,4,,
,Port Barre,14,8,6,,
,Rayville,9,8,1,,
,Richwood,17,10,7,,
,Ruston,48,40,8,,
,Scott,19,18,1,,
,Shreveport,683,598,85,,
,Slidell,103,69,34,,
,Sorrento,5,4,1,,
,Springhill,16,15,1,,
,Sterlington,8,8,0,,
,St. Gabriel,14,8,6,,
,St. Martinville,16,10,6,,
,Sulphur,65,44,21,,
,Tallulah,18,18,0,,
,Thibodaux,60,51,9,,
,Tickfaw,7,7,0,,
,Vidalia,24,24,0,,
,Vinton,14,11,3,,
,Vivian,15,10,5,,
,Westlake,21,20,1,,
,West Monroe,81,77,4,,
,Westwego,41,40,1,,
,Winnfield,23,14,9,,
,Woodworth,7,5,2,,
,Zachary,40,37,3,,
MAINE,Ashland,2,2,0,,
,Auburn,50,46,4,,
,Augusta,56,41,15,,
,Baileyville,7,7,0,,
,Bangor,89,71,18,,
,Bar Harbor,13,9,4,,
,Bath,24,19,5,,
,Belfast,14,12,2,,
,Berwick,12,11,1,,
,Bethel,4,4,0,,
,Biddeford,64,42,22,,
,Boothbay Harbor,8,7,1,,
,Brewer,22,20,2,,
,Bridgton,12,8,4,,
,Brownville,2,2,0,,
,Brunswick,48,33,15,,
,Bucksport,11,7,4,,
,Buxton,15,9,6,,
,Calais,12,8,4,,
,Camden,15,11,4,,
,Cape Elizabeth,17,13,4,,
,Caribou,15,14,1,,
,Carrabassett Valley,1,1,0,,
,Clinton,3,3,0,,
,Cumberland,12,11,1,,
,Damariscotta,6,5,1,,
,Dexter,6,5,1,,
,Dixfield,4,4,0,,
,Dover-Foxcroft,5,5,0,,
,East Millinocket,4,4,0,,
,Eastport,4,4,0,,
,Eliot,8,7,1,,
,Ellsworth,19,15,4,,
,Fairfield,12,11,1,,
,Falmouth,23,16,7,,
,Farmington,15,14,1,,
,Fort Fairfield,4,4,0,,
,Fort Kent,8,4,4,,
,Freeport,17,12,5,,
,Fryeburg,5,5,0,,
,Gardiner,13,11,2,,
,Gorham,23,21,2,,
,Gouldsboro,2,2,0,,
,Greenville,4,3,1,,
,Hallowell,4,4,0,,
,Hampden,12,11,1,,
,Holden,2,2,0,,
,Houlton,17,12,5,,
,Jay,11,7,4,,
,Kennebunk,28,20,8,,
,Kennebunkport,17,12,5,,
,Kittery,27,20,7,,
,Lewiston,94,80,14,,
,Limestone,3,3,0,,
,Lincoln,7,6,1,,
,Lisbon,21,16,5,,
,Livermore Falls,10,6,4,,
,Machias,4,4,0,,
,Madawaska,7,6,1,,
,Madison,8,7,1,,
,Mechanic Falls,5,5,0,,
,Mexico,5,5,0,,
,Milbridge,3,3,0,,
,Millinocket,9,9,0,,
,Milo,3,3,0,,
,Monmouth,4,4,0,,
,Mount Desert,10,6,4,,
,Newport,6,6,0,,
,North Berwick,10,9,1,,
,Norway,7,6,1,,
,Oakland,10,9,1,,
,Ogunquit,12,10,2,,
,Old Orchard Beach,25,18,7,,
,Old Town,15,14,1,,
,Orono,13,13,0,,
,Oxford,5,4,1,,
,Paris,8,7,1,,
,Phippsburg,1,1,0,,
,Pittsfield,7,6,1,,
,Portland,218,165,53,,
,Presque Isle,22,19,3,,
,Rangeley,3,3,0,,
,Richmond,5,5,0,,
,Rockland,22,19,3,,
,Rockport,7,6,1,,
,Rumford,19,14,5,,
,Sabattus,8,7,1,,
,Saco,46,34,12,,
,Sanford,53,40,13,,
,Scarborough,48,33,15,,
,Searsport,3,3,0,,
,Skowhegan,13,13,0,,
,South Berwick,12,8,4,,
,South Portland,65,49,16,,
,Southwest Harbor,5,5,0,,
,Swan's Island,1,1,0,,
,Thomaston,5,5,0,,
,Topsham,15,14,1,,
,Van Buren,4,4,0,,
,Veazie,6,6,0,,
,Waldoboro,7,6,1,,
,Washburn,2,2,0,,
,Waterville,39,30,9,,
,Wells,31,23,8,,
,Westbrook,34,31,3,,
,Wilton,5,5,0,,
,Windham,38,27,11,,
,Winslow,11,9,2,,
,Winter Harbor,1,1,0,,
,Winthrop,12,8,4,,
,Wiscasset,5,4,1,,
,Yarmouth,20,12,8,,
,York,38,27,11,,
MARYLAND,Aberdeen,52,42,10,,
,Annapolis,158,115,43,,
,Baltimore,"3,712","2,974",738,,
,Baltimore City Sheriff,153,125,28,,
,Bel Air,41,30,11,,
,Berlin,16,11,5,,
,Berwyn Heights,8,7,1,,
,Bladensburg,22,17,5,,
,Boonsboro,3,3,0,,
,Brunswick,9,7,2,,
,Cambridge,59,47,12,,
,Capitol Heights,11,9,2,,
,Centreville,10,9,1,,
,Chestertown,13,12,1,,
,Cheverly,14,12,2,,
,Cottage City,6,5,1,,
,Crisfield,13,9,4,,
,Cumberland,51,49,2,,
,Delmar,13,12,1,,
,Denton,12,11,1,,
,District Heights,13,10,3,,
,Easton,60,46,14,,
,Edmonston,7,7,0,,
,Elkton,44,33,11,,
,Fairmount Heights,2,2,0,,
,Federalsburg,9,8,1,,
,Forest Heights,8,7,1,,
,Frederick,165,128,37,,
,Frostburg,19,15,4,,
,Fruitland,14,13,1,,
,Glenarden,7,6,1,,
,Greenbelt,65,54,11,,
,Greensboro,4,4,0,,
,Hagerstown,117,97,20,,
,Hampstead,10,8,2,,
,Hancock,5,4,1,,
,Havre de Grace,38,29,9,,
,Hurlock,10,9,1,,
,Hyattsville,43,33,10,,
,Landover Hills,4,3,1,,
,La Plata,11,10,1,,
,Laurel,68,52,16,,
,Luke,1,1,0,,
,Manchester,5,5,0,,
,Morningside,7,6,1,,
,Mount Rainier,16,14,2,,
,New Carrollton,10,8,2,,
,North East,8,7,1,,
,Oakland,7,6,1,,
,Ocean City,118,99,19,,
,Ocean Pines,16,12,4,,
,Oxford,3,3,0,,
,Perryville,3,2,1,,
,Pocomoke City,21,14,7,,
,Port Deposit,2,2,0,,
,Princess Anne,13,12,1,,
,Ridgely,5,5,0,,
,Rising Sun,6,5,1,,
,Riverdale Park,24,18,6,,
,Rock Hall,4,4,0,,
,Salisbury,109,83,26,,
,Seat Pleasant,16,14,2,,
,Smithsburg,4,3,1,,
,Snow Hill,7,6,1,,
,St. Michaels,6,5,1,,
,Sykesville,7,6,1,,
,Takoma Park,50,36,14,,
,Taneytown,12,11,1,,
,Thurmont,11,10,1,,
,University Park,8,8,0,,
,Upper Marlboro,5,5,0,,
,Westernport,3,3,0,,
,Westminster,57,43,14,,
MASSACHUSETTS,Abington,30,28,2,,
,Acton,42,33,9,,
,Acushnet,20,18,2,,
,Adams,20,16,4,,
,Agawam,60,52,8,,
,Amesbury,37,31,6,,
,Amherst,56,49,7,,
,Andover,71,52,19,,
,Aquinnah,4,4,0,,
,Arlington,77,61,16,,
,Ashburnham,13,9,4,,
,Ashby,6,6,0,,
,Ashfield,2,2,0,,
,Ashland,31,27,4,,
,Athol,22,16,6,,
,Attleboro,91,78,13,,
,Auburn,45,35,10,,
,Avon,18,15,3,,
,Ayer,22,17,5,,
,Barnstable,134,115,19,,
,Barre,12,8,4,,
,Becket,2,2,0,,
,Bedford,36,28,8,,
,Belchertown,21,16,5,,
,Bellingham,38,30,8,,
,Belmont,59,45,14,,
,Berkley,8,7,1,,
,Berlin,11,7,4,,
,Beverly,71,68,3,,
,Billerica,85,65,20,,
,Blackstone,19,16,3,,
,Bolton,14,9,5,,
,Boston,"2,625","2,056",569,,
,Bourne,43,38,5,,
,Boxborough,15,10,5,,
,Boxford,15,13,2,,
,Boylston,12,9,3,,
,Braintree,80,72,8,,
,Brewster,18,15,3,,
,Bridgewater,36,35,1,,
,Brockton,212,185,27,,
,Brookfield,2,2,0,,
,Brookline,156,136,20,,
,Buckland,2,2,0,,
,Burlington,69,61,8,,
,Cambridge,300,265,35,,
,Canton,46,45,1,,
,Carlisle,10,10,0,,
,Carver,21,18,3,,
,Charlton,23,19,4,,
,Chatham,25,19,6,,
,Chelmsford,69,53,16,,
,Chelsea,90,84,6,,
,Chicopee,128,125,3,,
,Clinton,32,27,5,,
,Cohasset,24,18,6,,
,Concord,42,35,7,,
,Dalton,13,12,1,,
,Danvers,59,46,13,,
,Dartmouth,75,60,15,,
,Dedham,70,60,10,,
,Deerfield,7,6,1,,
,Dennis,51,41,10,,
,Dighton,10,10,0,,
,Douglas,18,13,5,,
,Dover,16,16,0,,
,Dracut,46,41,5,,
,Dudley,16,12,4,,
,Dunstable,7,7,0,,
,Duxbury,38,30,8,,
,East Bridgewater,26,23,3,,
,East Brookfield,4,4,0,,
,Eastham,21,15,6,,
,Easthampton,27,26,1,,
,East Longmeadow,22,21,1,,
,Easton,34,30,4,,
,Edgartown,17,16,1,,
,Egremont,2,2,0,,
,Erving,4,4,0,,
,Essex,12,8,4,,
,Everett,107,97,10,,
,Fairhaven,38,32,6,,
,Fall River,300,244,56,,
,Falmouth,72,64,8,,
,Fitchburg,111,91,20,,
,Foxborough,29,26,3,,
,Framingham,123,115,8,,
,Franklin,57,46,11,,
,Freetown,17,17,0,,
,Gardner,42,32,10,,
,Georgetown,14,12,2,,
,Gill,3,3,0,,
,Gloucester,66,61,5,,
,Goshen,3,2,1,,
,Grafton,23,18,5,,
,Granby,12,10,2,,
,Granville,1,1,0,,
,Great Barrington,14,13,1,,
,Greenfield,47,35,12,,
,Groton,22,17,5,,
,Groveland,13,8,5,,
,Hadley,15,11,4,,
,Halifax,15,11,4,,
,Hamilton,15,15,0,,
,Hampden,12,9,3,,
,Hanover,30,28,2,,
,Hanson,26,20,6,,
,Hardwick,3,3,0,,
,Harwich,37,31,6,,
,Hatfield,1,1,0,,
,Haverhill,101,91,10,,
,Hingham,57,47,10,,
,Hinsdale,1,1,0,,
,Holbrook,19,18,1,,
,Holden,26,23,3,,
,Holland,2,2,0,,
,Holliston,23,22,1,,
,Holyoke,138,121,17,,
,Hopedale,16,12,4,,
,Hopkinton,25,20,5,,
,Hubbardston,10,6,4,,
,Hudson,37,31,6,,
,Hull,33,24,9,,
,Ipswich,25,24,1,,
,Kingston,32,24,8,,
,Lakeville,21,16,5,,
,Lancaster,11,10,1,,
,Lanesboro,6,6,0,,
,Lawrence,195,158,37,,
,Lee,12,11,1,,
,Leicester,22,17,5,,
,Lenox,10,10,0,,
,Leominster,91,75,16,,
,Leverett,1,1,0,,
,Lexington,61,47,14,,
,Lincoln,19,13,6,,
,Littleton,18,13,5,,
,Longmeadow,33,27,6,,
,Lowell,322,240,82,,
,Ludlow,36,31,5,,
,Lunenburg,13,13,0,,
,Lynn,203,183,20,,
,Lynnfield,24,19,5,,
,Malden,112,105,7,,
,Manchester-by-the-Sea,18,16,2,,
,Mansfield,43,31,12,,
,Marblehead,38,29,9,,
,Marion,14,14,0,,
,Marlborough,71,60,11,,
,Marshfield,45,42,3,,
,Mashpee,46,38,8,,
,Mattapoisett,18,18,0,,
,Maynard,22,20,2,,
,Medfield,23,18,5,,
,Medford,111,106,5,,
,Medway,20,19,1,,
,Melrose,41,40,1,,
,Mendon,17,13,4,,
,Merrimac,11,7,4,,
,Methuen,105,88,17,,
,Middleboro,44,40,4,,
,Middleton,13,12,1,,
,Milford,50,45,5,,
,Millbury,24,20,4,,
,Millis,18,14,4,,
,Millville,7,4,3,,
,Milton,62,55,7,,
,Monson,17,12,5,,
,Montague,20,15,5,,
,Monterey,2,2,0,,
,Nahant,13,12,1,,
,Nantucket,39,34,5,,
,Natick,65,53,12,,
,Needham,56,44,12,,
,New Bedford,344,292,52,,
,New Braintree,1,1,0,,
,Newbury,14,12,2,,
,Newburyport,33,30,3,,
,Newton,195,152,43,,
,Norfolk,18,17,1,,
,Northampton,63,55,8,,
,North Adams,30,25,5,,
,North Andover,51,38,13,,
,North Attleboro,59,47,12,,
,Northborough,26,20,6,,
,Northbridge,24,19,5,,
,North Brookfield,6,6,0,,
,Northfield,4,3,1,,
,North Reading,31,30,1,,
,Norton,29,28,1,,
,Norwell,23,18,5,,
,Norwood,73,62,11,,
,Oak Bluffs,16,14,2,,
,Oakham,3,3,0,,
,Orange,13,12,1,,
,Orleans,27,21,6,,
,Oxford,23,19,4,,
,Palmer,25,20,5,,
,Paxton,13,9,4,,
,Peabody,113,97,16,,
,Pembroke,29,27,2,,
,Pepperell,18,17,1,,
,Petersham,2,2,0,,
,Phillipston,3,2,1,,
,Pittsfield,104,84,20,,
,Plainville,20,15,5,,
,Plymouth,116,100,16,,
,Plympton,6,6,0,,
,Princeton,8,5,3,,
,Provincetown,25,18,7,,
,Quincy,230,200,30,,
,Randolph,51,51,0,,
,Raynham,34,26,8,,
,Reading,49,39,10,,
,Rehoboth,28,23,5,,
,Revere,105,97,8,,
,Rochester,10,10,0,,
,Rockland,41,33,8,,
,Rockport,19,16,3,,
,Rowley,16,14,2,,
,Royalston,1,1,0,,
,Russell,1,1,0,,
,Rutland,9,8,1,,
,Salem,89,84,5,,
,Salisbury,19,15,4,,
,Sandwich,35,34,1,,
,Saugus,74,56,18,,
,Scituate,35,30,5,,
,Seekonk,33,31,2,,
,Sharon,31,27,4,,
,Sheffield,6,6,0,,
,Shelburne,2,2,0,,
,Sherborn,14,14,0,,
,Shirley,16,12,4,,
,Shrewsbury,57,42,15,,
,Somerset,37,31,6,,
,Somerville,153,130,23,,
,Southampton,7,7,0,,
,Southborough,21,16,5,,
,Southbridge,36,34,2,,
,South Hadley,33,28,5,,
,Southwick,20,16,4,,
,Spencer,21,17,4,,
,Springfield,541,445,96,,
,Sterling,17,12,5,,
,Stockbridge,6,6,0,,
,Stoneham,42,34,8,,
,Stoughton,59,52,7,,
,Stow,11,11,0,,
,Sturbridge,23,17,6,,
,Sudbury,35,29,6,,
,Sunderland,5,5,0,,
,Sutton,20,15,5,,
,Swampscott,36,34,2,,
,Swansea,35,29,6,,
,Taunton,116,112,4,,
,Templeton,13,8,5,,
,Tewksbury,60,56,4,,
,Tisbury,13,12,1,,
,Topsfield,12,10,2,,
,Townsend,18,16,2,,
,Truro,17,12,5,,
,Tyngsboro,27,20,7,,
,Upton,18,13,5,,
,Uxbridge,23,18,5,,
,Wakefield,42,41,1,,
,Walpole,45,40,5,,
,Waltham,180,148,32,,
,Ware,16,16,0,,
,Wareham,59,48,11,,
,Warren,12,7,5,,
,Watertown,79,68,11,,
,Wayland,30,21,9,,
,Webster,30,26,4,,
,Wellesley,55,40,15,,
,Wellfleet,17,13,4,,
,Wenham,11,10,1,,
,Westborough,33,26,7,,
,West Boylston,18,13,5,,
,West Bridgewater,22,21,1,,
,West Brookfield,6,6,0,,
,Westfield,90,79,11,,
,Westford,49,40,9,,
,Westminster,16,12,4,,
,West Newbury,14,7,7,,
,Weston,31,25,6,,
,Westport,33,29,4,,
,West Springfield,90,81,9,,
,West Tisbury,10,9,1,,
,Westwood,31,25,6,,
,Weymouth,116,101,15,,
,Whately,2,2,0,,
,Whitman,25,24,1,,
,Wilbraham,28,27,1,,
,Williamsburg,1,1,0,,
,Williamstown,14,11,3,,
,Wilmington,48,46,2,,
,Winchendon,17,12,5,,
,Winchester,46,38,8,,
,Winthrop,35,33,2,,
,Woburn,80,74,6,,
,Worcester,516,464,52,,
,Wrentham,18,16,2,,
,Yarmouth,69,59,10,,
MICHIGAN,Adrian,37,33,4,,
,Adrian Township,2,2,0,,
,Albion,30,23,7,,
,Algonac,9,8,1,,
,Allegan,12,11,1,,
,Allen Park,47,42,5,,
,Alma,14,13,1,,
,Almont,9,9,0,,
,Alpena,20,18,2,,
,Ann Arbor,222,155,67,,
,Argentine Township,8,7,1,,
,Armada,2,2,0,,
,Auburn,3,2,1,,
,Auburn Hills,69,55,14,,
,Bad Axe,9,9,0,,
,Bangor,5,5,0,,
,Baraga,3,3,0,,
,Bath Township,11,10,1,,
,Battle Creek,132,113,19,,
,Bay City,67,61,6,,
,Beaverton,1,1,0,,
,Belding,10,8,2,,
,Bellaire,3,3,0,,
,Belleville,12,10,2,,
,Benton Harbor,42,31,11,,
,Benton Township,36,25,11,,
,Berkley,51,35,16,,
,Berrien Springs-Oronoko Township,8,7,1,,
,Beverly Hills,29,25,4,,
,Big Rapids,18,17,1,,
,Birch Run,6,5,1,,
,Birmingham,51,35,16,,
,Blackman Township,29,28,1,,
,Blissfield,6,6,0,,
,Bloomfield Hills,28,24,4,,
,Bloomfield Township,95,71,24,,
,Bloomingdale,1,1,0,,
,Boyne City,8,7,1,,
,Breckenridge,2,2,0,,
,Bridgeport Township,9,8,1,,
,Bridgman,4,4,0,,
,Brighton,17,15,2,,
,Bronson,5,5,0,,
,Brown City,2,2,0,,
,Brownstown Township,52,41,11,,
,Buchanan,10,9,1,,
,Buena Vista Township,17,15,2,,
,Burr Oak,1,1,0,,
,Burton,43,38,5,,
,Cadillac,19,16,3,,
,Calumet,1,1,0,,
,Cambridge Township,4,3,1,,
,Canton Township,112,76,36,,
,Capac,3,3,0,,
,Carleton,4,3,1,,
,Caro,9,8,1,,
,Carrollton Township,8,7,1,,
,Carsonville,1,1,0,,
,Caseville,2,2,0,,
,Caspian,1,1,0,,
,Cass City,4,4,0,,
,Cassopolis,5,5,0,,
,Cedar Springs,7,7,0,,
,Center Line,30,26,4,,
,Central Lake,1,1,0,,
,Charlevoix,7,7,0,,
,Charlotte,19,18,1,,
,Cheboygan,10,9,1,,
,Chelsea,14,10,4,,
,Chesterfield Township,64,48,16,,
,Chikaming Township,5,4,1,,
,Chocolay Township,5,4,1,,
,Clare,9,8,1,,
,Clarkston,2,2,0,,
,Clawson,18,17,1,,
,Clayton Township,7,5,2,,
,Clay Township,16,12,4,,
,Clinton,4,4,0,,
,Clinton Township,135,103,32,,
,Clio,7,6,1,,
,Coldwater,19,18,1,,
,Coleman,2,2,0,,
,Coloma Township,10,8,2,,
,Colon,3,3,0,,
,Columbia Township,4,4,0,,
,Concord,2,2,0,,
,Constantine,7,6,1,,
,Corunna,4,3,1,,
,Covert Township,6,6,0,,
,Croswell,6,6,0,,
,Crystal Falls,4,4,0,,
,Davison,11,9,2,,
,Davison Township,20,18,2,,
,Dearborn,203,191,12,,
,Dearborn Heights,109,86,23,,
,Decatur,4,4,0,,
,Denmark Township,1,1,0,,
,Denton Township,4,4,0,,
,Detroit,"3,509","3,164",345,,
,Dewitt,7,6,1,,
,Dewitt Township,15,14,1,,
,Douglas,9,8,1,,
,Dowagiac,16,15,1,,
,Dryden Township,4,4,0,,
,Durand,6,6,0,,
,East Grand Rapids,33,30,3,,
,East Jordan,5,4,1,,
,East Lansing,93,63,30,,
,Eastpointe,58,53,5,,
,East Tawas,7,6,1,,
,Eaton Rapids,12,11,1,,
,Edmore,1,1,0,,
,Elk Rapids,5,5,0,,
,Elkton,2,2,0,,
,Elsie,2,2,0,,
,Emmett Township,18,16,2,,
,Erie Township,7,6,1,,
,Essexville,8,8,0,,
,Evart,3,3,0,,
,Farmington,30,23,7,,
,Farmington Hills,171,120,51,,
,Fenton,21,16,5,,
,Ferndale,56,48,8,,
,Flat Rock,33,27,6,,
,Flint,287,258,29,,
,Flint Township,45,38,7,,
,Flushing,14,13,1,,
,Flushing Township,11,10,1,,
,Forsyth Township,6,5,1,,
,Fowlerville,6,6,0,,
,Frankenmuth,7,7,0,,
,Frankfort,3,3,0,,
,Franklin,10,10,0,,
,Fraser,53,41,12,,
,Fremont,9,8,1,,
,Frost Township,1,1,0,,
,Fruitport,9,8,1,,
,Garden City,44,35,9,,
,Gaylord,13,11,2,,
,Genesee Township,31,27,4,,
,Gerrish Township,7,7,0,,
,Gibraltar,10,9,1,,
,Gladstone,11,10,1,,
,Gladwin,5,5,0,,
,Grand Beach,4,4,0,,
,Grand Blanc,21,18,3,,
,Grand Blanc Township,54,45,9,,
,Grand Haven,36,33,3,,
,Grand Ledge,16,15,1,,
,Grand Rapids,417,332,85,,
,Grandville,30,26,4,,
,Grant,1,1,0,,
,Grayling,6,6,0,,
,Green Oak Township,16,14,2,,
,Greenville,20,16,4,,
,Grosse Ile Township,24,17,7,,
,Grosse Pointe,27,25,2,,
,Grosse Pointe Farms,48,34,14,,
,Grosse Pointe Park,50,44,6,,
,Grosse Pointe Shores,20,17,3,,
,Grosse Pointe Woods,45,39,6,,
,Hamburg Township,15,14,1,,
,Hampton Township,11,10,1,,
,Hamtramck,41,41,0,,
,Hancock,7,7,0,,
,Harbor Beach,4,4,0,,
,Harbor Springs,6,5,1,,
,Harper Woods,37,33,4,,
,Hart,4,4,0,,
,Hartford,6,6,0,,
,Hastings,16,14,2,,
,Hazel Park,42,37,5,,
,Hesperia,2,2,0,,
,Hillsdale,17,15,2,,
,Holland,73,61,12,,
,Holly,17,12,5,,
,Homer,3,3,0,,
,Houghton,7,7,0,,
,Howard City,3,3,0,,
,Howell,19,17,2,,
,Hudson,11,11,0,,
,Huntington Woods,18,17,1,,
,Huron Township,32,24,8,,
,Imlay City,8,7,1,,
,Inkster,67,57,10,,
,Ionia,19,17,2,,
,Iron Mountain,14,14,0,,
,Iron River,8,7,1,,
,Ironwood,14,14,0,,
,Ishpeming,11,10,1,,
,Ishpeming Township,1,1,0,,
,Ithaca,4,4,0,,
,Jackson,90,68,22,,
,Jonesville,5,5,0,,
,Kalamazoo,288,236,52,,
,Kalamazoo Township,39,30,9,,
,Kalkaska,6,5,1,,
,Keego Harbor,7,6,1,,
,Kentwood,87,71,16,,
,Kingsford,20,20,0,,
,Kingston,1,1,0,,
,Kinross Township,3,3,0,,
,Laingsburg,3,3,0,,
,Lake Angelus,8,4,4,,
,Lake Linden,1,1,0,,
,Lake Odessa,4,4,0,,
,Lake Orion,8,4,4,,
,Lakeview,2,2,0,,
,L'anse,4,4,0,,
,Lansing,335,243,92,,
,Lansing Township,15,14,1,,
,Lapeer,23,20,3,,
,Lapeer Township,1,1,0,,
,Lathrup Village,8,8,0,,
,Laurium,4,4,0,,
,Lawton,6,6,0,,
,Lennon,1,1,0,,
,Leoni Township,2,1,1,,
,Leslie,3,3,0,,
,Lexington,3,3,0,,
,Lincoln Park,62,51,11,,
,Lincoln Township,13,11,2,,
,Linden,5,5,0,,
,Litchfield,4,4,0,,
,Livonia,180,147,33,,
,Lowell,9,7,2,,
,Ludington,16,15,1,,
,Luna Pier,3,3,0,,
,Mackinac Island,10,9,1,,
,Mackinaw City,5,5,0,,
,Madison Heights,73,59,14,,
,Madison Township,2,2,0,,
,Mancelona,3,3,0,,
,Manistee,15,13,2,,
,Manton,1,1,0,,
,Marine City,9,8,1,,
,Marion,1,1,0,,
,Marlette,4,4,0,,
,Marquette,37,33,4,,
,Marshall,20,15,5,,
,Marysville,18,15,3,,
,Mason,14,13,1,,
,Mattawan,5,5,0,,
,Mayville,3,3,0,,
,Melvindale,24,21,3,,
,Memphis,2,2,0,,
,Mendon,2,2,0,,
,Menominee,18,16,2,,
,Meridian Township,50,43,7,,
,Metamora Township,6,6,0,,
,Midland,51,48,3,,
,Milan,13,10,3,,
,Milford,26,19,7,,
,Millington,1,1,0,,
,Monroe,51,45,6,,
,Montague,5,5,0,,
,Montrose Township,9,8,1,,
,Morenci,3,3,0,,
,Morrice,2,2,0,,
,Mount Morris,9,8,1,,
,Mount Morris Township,35,32,3,,
,Mount Pleasant,39,31,8,,
,Mundy Township,22,19,3,,
,Munising,5,5,0,,
,Muskegon,89,79,10,,
,Muskegon Heights,24,21,3,,
,Muskegon Township,16,15,1,,
,Napoleon Township,3,3,0,,
,Nashville,2,2,0,,
,Negaunee,9,8,1,,
,Newaygo,5,4,1,,
,New Baltimore,21,17,4,,
,New Buffalo,8,7,1,,
,New Haven,10,9,1,,
,Niles,31,21,10,,
,North Branch,2,2,0,,
,Northfield Township,15,12,3,,
,North Muskegon,7,7,0,,
,Northville,17,16,1,,
,Northville Township,45,32,13,,
,Norton Shores,29,27,2,,
,Norvell Township,2,2,0,,
,Norway,5,5,0,,
,Novi,75,65,10,,
,Oakley-Brady,3,3,0,,
,Oak Park,75,65,10,,
,Onaway,1,1,0,,
,Ontwa Township-Edwardsburg,8,7,1,,
,Orchard Lake,9,8,1,,
,Oscoda Township,13,12,1,,
,Otsego,7,6,1,,
,Ovid,3,3,0,,
,Owosso,23,21,2,,
,Oxford,16,8,8,,
,Parchment,3,3,0,,
,Parma-Sandstone,2,2,0,,
,Paw Paw,11,9,2,,
,Pentwater,3,3,0,,
,Perry,6,6,0,,
,Petoskey,21,19,2,,
,Pigeon,2,2,0,,
,Pinckney,4,4,0,,
,Pinconning,3,3,0,,
,Pittsfield Township,47,37,10,,
,Plainwell,10,9,1,,
,Pleasant Ridge,6,6,0,,
,Plymouth,16,15,1,,
,Plymouth Township,45,31,14,,
,Pontiac,136,113,23,,
,Portage,74,57,17,,
,Port Austin,1,1,0,,
,Port Huron,71,51,20,,
,Portland,5,5,0,,
,Port Sanilac,1,1,0,,
,Potterville,2,2,0,,
,Prairieville Township,3,3,0,,
,Raisin Township,3,3,0,,
,Reading,1,1,0,,
,Redford Township,81,67,14,,
,Reed City,4,4,0,,
,Reese,2,2,0,,
,"Richfield Township, Genesee County",11,9,2,,
,"Richfield Township, Roscommon County",6,6,0,,
,Richland,2,2,0,,
,Richland Township,4,4,0,,
,Richmond,12,9,3,,
,River Rouge,18,15,3,,
,Riverview,30,28,2,,
,Rochester,26,19,7,,
,Rockford,12,10,2,,
,Rockwood,10,9,1,,
,Rogers City,7,7,0,,
,Romeo,12,8,4,,
,Romulus,73,58,15,,
,Roosevelt Park,7,6,1,,
,Rose City,1,1,0,,
,Roseville,92,81,11,,
,Royal Oak,101,84,17,,
,Saginaw Township,47,43,4,,
,Saline,18,13,5,,
,Sandusky,7,6,1,,
,Sault Ste. Marie,27,25,2,,
,Schoolcraft,3,3,0,,
,Scottville,3,3,0,,
,Shelby,3,3,0,,
,Shelby Township,91,70,21,,
,Shepherd,2,2,0,,
,Somerset Township,2,2,0,,
,Southfield,162,149,13,,
,Southgate,48,38,10,,
,South Haven,24,19,5,,
,South Lyon,20,18,2,,
,South Rockwood,4,4,0,,
,Sparta,7,6,1,,
,Spring Arbor Township,2,2,0,,
,Springfield,16,15,1,,
,Spring Lake-Ferrysburg,10,9,1,,
,Springport Township,1,1,0,,
,St. Charles,3,3,0,,
,St. Clair,11,10,1,,
,St. Clair Shores,101,85,16,,
,Sterling Heights,220,163,57,,
,St. Ignace,6,6,0,,
,St. Johns,12,10,2,,
,St. Joseph,25,18,7,,
,St. Joseph Township,13,12,1,,
,St. Louis,7,6,1,,
,Stockbridge,2,2,0,,
,Sturgis,24,19,5,,
,Sumpter Township,21,14,7,,
,Suttons Bay,2,2,0,,
,Swartz Creek,9,8,1,,
,Sylvan Lake,4,4,0,,
,Taylor,124,98,26,,
,Tecumseh,15,13,2,,
,Thomas Township,8,7,1,,
,Three Rivers,18,14,4,,
,Tittabawassee Township,5,5,0,,
,Traverse City,36,33,3,,
,Trenton,42,41,1,,
,Troy,189,135,54,,
,Tuscarora Township,8,7,1,,
,Ubly,3,2,1,,
,Unadilla Township,1,1,0,,
,Union City,4,4,0,,
,Utica,21,16,5,,
,Van Buren Township,50,37,13,,
,Vassar,6,6,0,,
,Vernon,4,4,0,,
,Vicksburg,8,7,1,,
,Walker,47,38,9,,
,Walled Lake,19,14,5,,
,Warren,276,235,41,,
,Waterford Township,97,73,24,,
,Waterloo Township,3,3,0,,
,Watervliet,3,3,0,,
,Wayland,6,5,1,,
,Wayne,52,41,11,,
,West Bloomfield Township,103,78,25,,
,West Branch,6,5,1,,
,Westland,127,100,27,,
,White Cloud,2,2,0,,
,Whitehall,8,8,0,,
,White Lake Township,38,27,11,,
,White Pigeon,4,4,0,,
